date;location;product;type;quantity;value;partner_code
2023-04-06;841;15589;SALE;-1;-26.47;CLIENTE
2023-04-06;841;18064;SALE;-8;-18;CLIENTE
2023-04-06;1314;1439;SALE;-2;-37.02;CLIENTE
2023-04-06;1314;5345;DELIVERY;1;8.04;CD 2
2023-04-06;1314;9607;SALE;-4;-51.48;CLIENTE
2023-04-06;1314;15589;SALE;-1;-31.75;CLIENTE
2023-04-06;1314;18064;DELIVERY;28;107.8;CD 2
2023-04-06;1314;18064;SALE;-13;-50.05;CLIENTE
2023-04-06;1314;20635;DELIVERY;1;30.6;CD 2
2023-04-06;1314;35416;SALE;-1;-9.9;CLIENTE
2023-04-06;1314;48813;DELIVERY;1;5.99;CD 2
2023-04-07;841;18064;SALE;-2;-4.5;CLIENTE
2023-04-07;841;36857;SALE;-2;-4.58;CLIENTE
2023-04-07;1314;9607;SALE;-1;-12.87;CLIENTE
2023-04-07;1314;13315;SALE;-1;-44.11;CLIENTE
2023-04-07;1314;18064;SALE;-4;-15.4;CLIENTE
2023-04-08;841;18064;SALE;-1;-2.25;CLIENTE
2023-04-08;841;55917;SALE;-1;-8.53;CLIENTE
2023-04-08;1314;1439;SALE;-1;-18.51;CLIENTE
2023-04-08;1314;9607;DELIVERY;1;12.89;CD 2
2023-04-08;1314;9607;SALE;-1;-12.89;CLIENTE
2023-04-08;1314;18064;DELIVERY;47;181.42;CD 2
2023-04-08;1314;18064;SALE;-18;-69.48;CLIENTE
2023-04-08;1314;20635;DELIVERY;3;92.44;CD 2
2023-04-08;1314;21141;DELIVERY;1;31.14;CD 2
2023-04-08;1314;35416;SALE;-1;-9.9;CLIENTE
2023-04-08;1314;36857;DELIVERY;1;3.56;CD 2
2023-04-08;1314;48812;SALE;-2;-14.34;CLIENTE
2023-04-09;841;15496;ADJUSTMENT;-1;-203.05;CD 2
2023-04-09;841;15496;DELIVERY;1;203.05;CD 2
2023-04-09;841;15589;DELIVERY;2;52.98;CD 2
2023-04-09;1314;18064;SALE;-8;-30.88;CLIENTE
2023-04-09;1314;20635;SALE;-1;-30.84;CLIENTE
2023-04-09;1314;31330;DELIVERY;1;68;CD 2
2023-04-09;1314;48812;DELIVERY;1;7.17;CD 2
2023-04-09;1314;58701;DELIVERY;1;53.37;CD 2
2023-04-10;841;9607;SALE;-1;-8;CLIENTE
2023-04-10;841;18064;SALE;-1;-2.25;CLIENTE
2023-04-10;1314;5345;DELIVERY;1;8.1;CD 2
2023-04-10;1314;9607;DELIVERY;3;38.76;CD 2
2023-04-10;1314;13315;DELIVERY;1;44.11;CD 2
2023-04-10;1314;15496;DELIVERY;1;249.25;CD 2
2023-04-10;1314;15589;DELIVERY;2;64.22;CD 2
2023-04-10;1314;18064;ADJUSTMENT;-1;-3.87;CD 2
2023-04-10;1314;18064;DELIVERY;49;189.63;CD 2
2023-04-10;1314;18064;SALE;-16;-61.92;CLIENTE
2023-04-10;1314;20635;DELIVERY;12;371.44;CD 2
2023-04-10;1314;20635;SALE;-1;-30.92;CLIENTE
2023-04-10;1314;31330;ADJUSTMENT;-1;-68;CD 2
2023-04-10;1314;31330;DELIVERY;4;272;CD 2
2023-04-10;1314;48813;SALE;-1;-5.99;CLIENTE
2023-04-10;1314;51957;DELIVERY;1;12.38;CD 2
2023-04-10;1314;57814;DELIVERY;1;156.01;CD 2
2023-04-10;1314;57912;DELIVERY;5;63.4;CD 2
2023-04-11;841;18064;DELIVERY;1;2.25;CD 2
2023-04-11;1314;5345;SALE;-1;-8.1;CLIENTE
2023-04-11;1314;9607;SALE;-1;-12.92;CLIENTE
2023-04-11;1314;18064;SALE;-7;-27.09;CLIENTE
2023-04-11;1314;20635;SALE;-1;-30.92;CLIENTE
2023-04-12;841;5345;SALE;-1;-4.99;CLIENTE
2023-04-12;841;18064;SALE;-4;-9;CLIENTE
2023-04-12;1314;9607;SALE;-1;-12.92;CLIENTE
2023-04-12;1314;18064;SALE;-7;-27.09;CLIENTE
2023-04-12;1314;36857;SALE;-1;-3.56;CLIENTE
2023-04-12;1314;57814;SALE;-1;-156.01;CLIENTE
2023-04-13;841;5345;SALE;-1;-4.99;CLIENTE
2023-04-13;841;15589;SALE;-1;-26.49;CLIENTE
2023-04-13;841;18064;SALE;-2;-4.5;CLIENTE
2023-04-13;1314;9607;DELIVERY;1;12.94;CD 2
2023-04-13;1314;9607;SALE;-1;-12.94;CLIENTE
2023-04-13;1314;18064;DELIVERY;6;23.22;CD 2
2023-04-13;1314;18064;SALE;-4;-15.48;CLIENTE
2023-04-13;1314;21141;SALE;-1;-31.14;CLIENTE
2023-04-13;1314;44217;SALE;-1;-39.49;CLIENTE
2023-04-14;841;15496;DELIVERY;1;203.05;CD 2
2023-04-14;841;15589;DELIVERY;1;26.49;CD 2
2023-04-14;841;18064;DELIVERY;60;135;CD 2
2023-04-14;841;18064;SALE;-12;-27;CLIENTE
2023-04-14;841;35772;DELIVERY;1;11.29;CD 2
2023-04-14;841;36857;DELIVERY;2;4.6;CD 2
2023-04-14;1314;15589;SALE;-1;-32.11;CLIENTE
2023-04-14;1314;18064;SALE;-8;-30.96;CLIENTE
2023-04-14;1314;20635;SALE;-1;-30.92;CLIENTE
2023-04-15;841;62782;SALE;-1;-5.98;CLIENTE
2023-04-15;1314;1439;SALE;-1;-18.51;CLIENTE
2023-04-15;1314;9607;SALE;-1;-12.94;CLIENTE
2023-04-15;1314;18064;SALE;-10;-38.7;CLIENTE
2023-04-15;1314;20635;SALE;-3;-92.76;CLIENTE
2023-04-16;841;9607;SALE;-1;-8;CLIENTE
2023-04-16;841;18064;SALE;-1;-2.25;CLIENTE
2023-04-16;1314;9607;SALE;-1;-12.94;CLIENTE
2023-04-16;1314;20635;SALE;-1;-30.92;CLIENTE
2023-04-16;1314;48812;SALE;-1;-7.17;CLIENTE
2023-04-17;841;9607;DELIVERY;1;8;CD 2
2023-04-17;841;18064;DELIVERY;60;135;OUTROS
2023-04-17;841;18064;SALE;-4;-9;CLIENTE
2023-04-17;841;36857;DELIVERY;1;2.3;CD 2
2023-04-17;841;57814;SALE;-1;-116.43;CLIENTE
2023-04-17;1314;1439;DELIVERY;3;55.98;CD 2
2023-04-17;1314;5345;DELIVERY;1;8.14;CD 2
2023-04-17;1314;9607;DELIVERY;7;91.03;CD 2
2023-04-17;1314;9607;INVENTORY_CHECK;-1;-8;OUTROS
2023-04-17;1314;13315;DELIVERY;1;44.4;CD 2
2023-04-17;1314;15589;DELIVERY;1;32.11;CD 2
2023-04-17;1314;18064;DELIVERY;67;259.96;CD 2
2023-04-17;1314;18064;INVENTORY_CHECK;-6;-13.5;OUTROS
2023-04-17;1314;18064;SALE;-18;-69.84;CLIENTE
2023-04-17;1314;20635;DELIVERY;3;92.82;CD 2
2023-04-17;1314;20635;INVENTORY_CHECK;-1;-23.48;OUTROS
2023-04-17;1314;48812;DELIVERY;2;14.34;CD 2
2023-04-17;1314;48813;DELIVERY;1;5.99;CD 2
2023-04-17;1314;57912;DELIVERY;1;12.68;OUTROS
2023-04-17;1314;62364;INVENTORY_CHECK;-1;-27.47;OUTROS
2023-04-18;841;15496;SALE;-1;-203.05;CLIENTE
2023-04-18;841;51957;SALE;-1;-5.89;CLIENTE
2023-04-18;1314;18064;SALE;-5;-19.4;CLIENTE
2023-04-18;1314;48813;SALE;-1;-5.99;CLIENTE
2023-04-19;841;15589;DELIVERY;1;26.49;CD 2
2023-04-19;841;18064;SALE;-5;-11.25;CLIENTE
2023-04-19;841;48812;SALE;-1;-5.98;CLIENTE
2023-04-19;1314;9607;DELIVERY;1;13.03;CD 2
2023-04-19;1314;9607;SALE;-1;-13.03;CLIENTE
2023-04-19;1314;15589;SALE;-1;-32.11;CLIENTE
2023-04-19;1314;18064;DELIVERY;7;27.16;CD 2
2023-04-19;1314;18064;SALE;-14;-54.32;CLIENTE
2023-04-19;1314;20635;SALE;-1;-30.95;CLIENTE
2023-04-19;1314;36857;DELIVERY;1;3.57;CD 2
2023-04-19;1314;44217;DELIVERY;1;39.49;OUTROS
2023-04-19;1314;44217;SPOILAGE;-1;-39.49;OUTROS
2023-04-19;1314;44217;SPOILAGE;-1;-39.49;CD 1
2023-04-19;1314;57814;DELIVERY;1;156.01;CD 2
2023-04-20;841;31330;SALE;-1;-50.39;CLIENTE
2023-04-20;841;35772;SALE;-1;-11.29;CLIENTE
2023-04-20;1314;9607;SALE;-2;-26.06;CLIENTE
2023-04-20;1314;18064;SALE;-17;-65.96;CLIENTE
2023-04-20;1314;20635;SALE;-1;-30.95;CLIENTE
2023-04-20;1314;48812;SALE;-2;-14.34;CLIENTE
2023-04-21;841;15589;DELIVERY;1;26.49;CD 2
2023-04-21;841;57814;DELIVERY;1;116.45;CD 2
2023-04-21;1314;9607;ADJUSTMENT;-2;-26.08;OUTROS
2023-04-21;1314;9607;DELIVERY;2;26.08;OUTROS
2023-04-21;1314;9607;DELIVERY;1;13.04;CD 2
2023-04-21;1314;18064;ADJUSTMENT;-2;-7.76;OUTROS
2023-04-21;1314;18064;DELIVERY;2;7.76;OUTROS
2023-04-21;1314;18064;DELIVERY;4;15.52;CD 2
2023-04-21;1314;18064;SALE;-8;-31.04;CLIENTE
2023-04-21;1314;36857;SALE;-1;-3.57;CLIENTE
2023-04-22;841;18064;SALE;-1;-2.25;CLIENTE
2023-04-22;1314;9607;SALE;-1;-13.06;CLIENTE
2023-04-22;1314;13315;DELIVERY;1;44.5;CD 2
2023-04-22;1314;15589;DELIVERY;1;32.11;CD 2
2023-04-22;1314;18064;DELIVERY;8;31.04;CD 2
2023-04-22;1314;18064;SALE;-8;-31.04;CLIENTE
2023-04-22;1314;20635;DELIVERY;1;30.96;CD 2
2023-04-23;841;18064;SALE;-1;-2.25;CLIENTE
2023-04-23;841;48813;SALE;-1;-4.99;CLIENTE
2023-04-23;1314;9607;SALE;-2;-26.08;CLIENTE
2023-04-23;1314;18064;SALE;-5;-19.4;CLIENTE
2023-04-23;1314;20635;SALE;-1;-30.96;CLIENTE
2023-04-23;1314;36857;SALE;-4;-14.28;CLIENTE
2023-04-24;841;9607;DELIVERY;1;8;CD 2
2023-04-24;841;9607;SALE;-1;-8;CLIENTE
2023-04-24;1314;1439;DELIVERY;1;18.7;CD 2
2023-04-24;1314;9607;DELIVERY;2;26.12;CD 2
2023-04-24;1314;18064;DELIVERY;10;38.8;CD 2
2023-04-24;1314;18064;SALE;-12;-46.56;CLIENTE
2023-04-24;1314;20635;DELIVERY;4;123.88;CD 2
2023-04-24;1314;20635;SALE;-1;-30.97;CLIENTE
2023-04-24;1314;48812;DELIVERY;1;7.17;CD 2
2023-04-25;841;5345;SALE;-1;-4.99;CLIENTE
2023-04-25;841;31330;DELIVERY;1;51.5;CD 2
2023-04-25;841;48812;DELIVERY;1;5.98;CD 2
2023-04-25;841;57814;DELIVERY;1;116.45;CD 2
2023-04-25;841;57814;SALE;-1;-116.45;CLIENTE
2023-04-25;1314;5345;SALE;-1;-8.14;CLIENTE
2023-04-25;1314;9607;DELIVERY;1;13.07;CD 2
2023-04-25;1314;9607;SALE;-2;-26.14;CLIENTE
2023-04-25;1314;15589;SALE;-1;-32.11;CLIENTE
2023-04-25;1314;18064;DELIVERY;22;85.36;CD 2
2023-04-25;1314;18064;SALE;-9;-34.92;CLIENTE
2023-04-25;1314;20635;DELIVERY;1;30.97;CD 2
2023-04-25;1314;48812;DELIVERY;1;7.17;CD 2
2023-04-26;841;18064;SALE;-1;-2.25;CLIENTE
2023-04-26;1314;18064;DELIVERY;7;27.16;CD 2
2023-04-26;1314;18064;SALE;-17;-65.96;CLIENTE
2023-04-26;1314;20635;SALE;-2;-61.94;CLIENTE
2023-04-26;1314;21141;DELIVERY;1;32.85;CD 2
2023-04-26;1314;35416;DELIVERY;5;77.6;CD 2
2023-04-26;1314;48813;DELIVERY;1;5.99;CD 2
2023-04-27;841;5345;DELIVERY;2;9.98;CD 2
2023-04-27;841;18064;SALE;-1;-2.25;CLIENTE
2023-04-27;841;31330;DELIVERY;1;51.5;CD 2
2023-04-27;841;48813;DELIVERY;1;4.99;CD 2
2023-04-27;1314;13315;SALE;-1;-44.5;CLIENTE
2023-04-27;1314;18064;SALE;-4;-15.52;CLIENTE
2023-04-27;1314;20635;SALE;-2;-61.94;CLIENTE
2023-04-27;1314;36857;SALE;-1;-3.57;CLIENTE
2023-04-27;1314;48812;SALE;-1;-7.17;CLIENTE
2023-04-28;1314;9607;DELIVERY;3;39.26;CD 2
2023-04-28;1314;9607;SALE;-2;-26.18;CLIENTE
2023-04-28;1314;15589;DELIVERY;1;32.11;CD 2
2023-04-28;1314;18064;DELIVERY;31;120.28;CD 2
2023-04-28;1314;18064;SALE;-14;-54.32;CLIENTE
2023-04-28;1314;20635;DELIVERY;2;61.94;CD 2
2023-04-28;1314;20635;SALE;-1;-30.97;CLIENTE
2023-04-28;1314;35416;SALE;-1;-15.52;CLIENTE
2023-04-28;1314;44217;DELIVERY;1;39.56;CD 2
2023-04-28;1314;48812;DELIVERY;2;14.34;CD 2
2023-04-28;1314;48813;DELIVERY;1;5.99;CD 2
2023-04-29;841;5345;DELIVERY;1;4.99;CD 2
2023-04-29;841;9607;DELIVERY;1;8;CD 2
2023-04-29;1314;9607;DELIVERY;2;26.2;CD 2
2023-04-29;1314;18064;DELIVERY;5;19.4;CD 2
2023-04-29;1314;18064;SALE;-18;-69.84;CLIENTE
2023-04-29;1314;20635;DELIVERY;1;30.97;CD 2
2023-04-29;1314;21141;SALE;-1;-32.85;CLIENTE
2023-04-29;1314;48812;SALE;-1;-7.17;CLIENTE
2023-04-30;841;18064;SALE;-2;-4.5;CLIENTE
2023-04-30;1314;18064;SALE;-20;-77.6;CLIENTE
2023-05-01;841;18064;SALE;-2;-4.5;CLIENTE
2023-05-01;841;20635;SALE;-1;-23.22;CLIENTE
2023-05-01;1314;15589;SALE;-1;-32.11;CLIENTE
2023-05-01;1314;18064;SALE;-8;-31.04;CLIENTE
2023-05-02;841;18064;SALE;-6;-13.5;CLIENTE
2023-05-02;1314;9607;DELIVERY;1;13.1;CD 2
2023-05-02;1314;15589;DELIVERY;1;32.11;CD 2
2023-05-02;1314;18064;DELIVERY;28;108.64;CD 2
2023-05-02;1314;18064;SALE;-14;-54.32;CLIENTE
2023-05-02;1314;20635;DELIVERY;1;30.97;CD 2
2023-05-02;1314;20635;SALE;-1;-30.97;CLIENTE
2023-05-02;1314;35416;SALE;-1;-15.52;CLIENTE
2023-05-02;1314;36857;DELIVERY;5;18.05;CD 2
2023-05-02;1314;48812;DELIVERY;2;14.34;CD 2
2023-05-02;1314;48813;SALE;-1;-5.99;CLIENTE
2023-05-03;1314;5345;DELIVERY;1;8.17;CD 2
2023-05-03;1314;9607;DELIVERY;2;26.22;CD 2
2023-05-03;1314;15589;DELIVERY;1;32.11;CD 2
2023-05-03;1314;15589;SALE;-1;-32.11;CLIENTE
2023-05-03;1314;18064;DELIVERY;9;34.92;CD 2
2023-05-03;1314;18064;SALE;-10;-38.8;CLIENTE
2023-05-03;1314;20635;SALE;-1;-30.97;CLIENTE
2023-05-03;1314;31330;SALE;-1;-68;CLIENTE
2023-05-03;1314;48812;SALE;-1;-7.17;CLIENTE
2023-05-04;841;51957;SALE;-1;-5.89;CLIENTE
2023-05-04;1314;1439;SALE;-3;-56.1;CLIENTE
2023-05-04;1314;5345;SALE;-2;-16.34;CLIENTE
2023-05-04;1314;9607;SALE;-1;-13.11;CLIENTE
2023-05-04;1314;15589;SALE;-2;-64.22;CLIENTE
2023-05-04;1314;18064;DELIVERY;18;69.84;CD 2
2023-05-04;1314;18064;SALE;-3;-11.64;CLIENTE
2023-05-04;1314;20635;DELIVERY;4;123.96;CD 2
2023-05-04;1314;44217;SALE;-1;-39.56;CLIENTE
2023-05-04;1314;57814;SALE;-1;-156.01;CLIENTE
2023-05-05;841;18064;SALE;-9;-20.25;CLIENTE
2023-05-05;841;48813;DELIVERY;2;9.98;CD 2
2023-05-05;1314;9607;SALE;-1;-13.11;CLIENTE
2023-05-05;1314;18064;SALE;-12;-46.56;CLIENTE
2023-05-05;1314;48812;SALE;-1;-7.17;CLIENTE
2023-05-06;841;18064;SALE;-2;-4.5;CLIENTE
2023-05-06;1314;1439;SALE;-1;-18.7;CLIENTE
2023-05-06;1314;9607;SALE;-2;-26.22;CLIENTE
2023-05-06;1314;18064;SALE;-13;-50.44;CLIENTE
2023-05-07;841;18064;SALE;-5;-11.25;CLIENTE
2023-05-07;1314;9607;SALE;-3;-39.33;CLIENTE
2023-05-07;1314;18064;SALE;-2;-7.76;CLIENTE
2023-05-08;841;18064;SALE;-2;-4.5;CLIENTE
2023-05-08;841;57814;SALE;-1;-116.45;CLIENTE
2023-05-08;1314;9607;DELIVERY;2;26.24;CD 2
2023-05-08;1314;9607;SALE;-2;-26.24;CLIENTE
2023-05-08;1314;13315;DELIVERY;1;44.57;CD 2
2023-05-08;1314;18064;ADJUSTMENT;-1;-4;CD 2
2023-05-08;1314;18064;DELIVERY;17;65.96;CD 2
2023-05-08;1314;18064;SALE;-10;-38.8;CLIENTE
2023-05-08;1314;20635;DELIVERY;4;124;CD 2
2023-05-08;1314;20635;SALE;-1;-31;CLIENTE
2023-05-08;1314;36857;DELIVERY;1;3.61;CD 2
2023-05-08;1314;36857;SALE;-2;-7.22;CLIENTE
2023-05-08;1314;48812;DELIVERY;1;7.17;CD 2
2023-05-08;1314;48813;SALE;-1;-5.99;CLIENTE
2023-05-09;841;18064;SALE;-4;-9;CLIENTE
2023-05-09;1314;9607;SALE;-2;-26.24;CLIENTE
2023-05-09;1314;15589;DELIVERY;1;31.75;CD 2
2023-05-09;1314;18064;DELIVERY;46;178.48;CD 2
2023-05-09;1314;18064;SALE;-11;-42.68;CLIENTE
2023-05-09;1314;20635;SALE;-1;-31;CLIENTE
2023-05-09;1314;21141;DELIVERY;1;32.89;CD 2
2023-05-09;1314;48812;DELIVERY;1;7.17;CD 2
2023-05-09;1314;48812;SALE;-1;-7.17;CLIENTE
2023-05-10;841;18064;SALE;-1;-2.25;CLIENTE
2023-05-10;1314;15589;DELIVERY;1;31.75;CD 2
2023-05-10;1314;15589;SALE;-1;-31.75;CLIENTE
2023-05-10;1314;18064;DELIVERY;29;112.52;CD 2
2023-05-10;1314;18064;SALE;-7;-27.16;CLIENTE
2023-05-10;1314;21141;SALE;-1;-32.89;CLIENTE
2023-05-10;1314;31330;DELIVERY;1;68.01;CD 2
2023-05-10;1314;48812;DELIVERY;1;7.17;CD 2
2023-05-10;1314;48813;DELIVERY;1;5.99;CD 2
2023-05-11;841;9607;SALE;-2;-16;CLIENTE
2023-05-11;841;15589;SALE;-1;-26.49;CLIENTE
2023-05-11;841;18064;SALE;-5;-11.25;CLIENTE
2023-05-11;841;20635;DELIVERY;1;23.31;CD 2
2023-05-11;841;51957;DELIVERY;1;5.89;CD 2
2023-05-11;1314;15589;SALE;-1;-31.75;CLIENTE
2023-05-11;1314;18064;SALE;-6;-23.28;CLIENTE
2023-05-11;1314;51957;SALE;-1;-12.38;CLIENTE
2023-05-12;841;15589;SALE;-1;-26.49;CLIENTE
2023-05-12;1314;1439;ADJUSTMENT;-1;-19;CD 2
2023-05-12;1314;1439;DELIVERY;3;57.66;CD 2
2023-05-12;1314;5345;DELIVERY;3;24.63;CD 2
2023-05-12;1314;9607;DELIVERY;1;13.12;CD 2
2023-05-12;1314;15589;DELIVERY;3;95.25;CD 2
2023-05-12;1314;18064;SALE;-15;-58.2;CLIENTE
2023-05-12;1314;20635;SALE;-1;-31;CLIENTE
2023-05-12;1314;44217;DELIVERY;1;39.56;CD 2
2023-05-12;1314;48812;DELIVERY;2;14.34;CD 2
2023-05-13;1314;5345;SALE;-1;-8.21;CLIENTE
2023-05-13;1314;9607;DELIVERY;1;13.12;CD 2
2023-05-13;1314;18064;DELIVERY;10;38.8;CD 2
2023-05-13;1314;18064;SALE;-16;-62.08;CLIENTE
2023-05-13;1314;48812;DELIVERY;1;7.17;CD 2
2023-05-13;1314;57912;SALE;-1;-12.68;CLIENTE
2023-05-14;841;9607;SALE;-1;-8;CLIENTE
2023-05-14;841;18064;SALE;-1;-2.25;CLIENTE
2023-05-14;1314;5345;SALE;-1;-8.21;CLIENTE
2023-05-14;1314;9607;DELIVERY;4;52.52;CD 2
2023-05-14;1314;9607;SALE;-2;-26.26;CLIENTE
2023-05-14;1314;18064;DELIVERY;48;186.24;CD 2
2023-05-14;1314;18064;SALE;-2;-7.76;CLIENTE
2023-05-14;1314;20635;SALE;-1;-31;CLIENTE
2023-05-14;1314;35416;SALE;-1;-15.52;CLIENTE
2023-05-14;1314;44217;SALE;-1;-39.56;CLIENTE
2023-05-15;841;5345;SALE;-5;-24.95;CLIENTE
2023-05-15;1314;5345;SALE;-1;-8.21;CLIENTE
2023-05-15;1314;18064;SALE;-13;-50.44;CLIENTE
2023-05-15;1314;20635;SALE;-1;-31;CLIENTE
2023-05-15;1314;35416;SALE;-1;-15.52;CLIENTE
2023-05-15;1314;48813;SALE;-1;-5.99;CLIENTE
2023-05-16;841;9607;DELIVERY;2;16;CD 2
2023-05-16;841;15589;DELIVERY;2;52.98;CD 2
2023-05-16;841;18064;SALE;-2;-4.5;CLIENTE
2023-05-16;1314;1439;DELIVERY;1;19.29;CD 2
2023-05-16;1314;9607;DELIVERY;5;65.69;CD 2
2023-05-16;1314;9607;SALE;-2;-26.28;CLIENTE
2023-05-16;1314;18064;SALE;-14;-54.32;CLIENTE
2023-05-16;1314;20635;DELIVERY;1;31;CD 2
2023-05-16;1314;36857;DELIVERY;2;7.24;CD 2
2023-05-16;1314;48812;DELIVERY;1;7.17;CD 2
2023-05-16;1314;48813;DELIVERY;1;5.99;CD 2
2023-05-17;841;5345;DELIVERY;4;19.96;CD 2
2023-05-17;841;9607;DELIVERY;1;8;CD 2
2023-05-17;841;15589;SALE;-1;-26.49;CLIENTE
2023-05-17;841;35772;DELIVERY;3;35.76;CD 2
2023-05-17;841;55917;DELIVERY;1;9;CD 2
2023-05-17;841;57814;DELIVERY;1;116.45;CD 2
2023-05-17;841;62782;SALE;-1;-5.98;CLIENTE
2023-05-17;1314;9607;SALE;-1;-13.14;CLIENTE
2023-05-17;1314;18064;SALE;-16;-62.08;CLIENTE
2023-05-18;841;15589;SALE;-1;-26.49;CLIENTE
2023-05-18;1314;9607;SALE;-2;-26.28;CLIENTE
2023-05-18;1314;18064;DELIVERY;3;11.76;CD 2
2023-05-18;1314;18064;SALE;-9;-34.92;CLIENTE
2023-05-18;1314;21141;DELIVERY;1;32.89;CD 2
2023-05-18;1314;21141;SALE;-1;-32.89;CLIENTE
2023-05-18;1314;51957;DELIVERY;1;12.47;CD 2
2023-05-19;841;5345;SALE;-1;-4.99;CLIENTE
2023-05-19;841;15589;SALE;-1;-26.49;CLIENTE
2023-05-19;1314;1439;SALE;-1;-19.29;CLIENTE
2023-05-19;1314;15589;SALE;-1;-31.75;CLIENTE
2023-05-19;1314;18064;SALE;-12;-46.56;CLIENTE
2023-05-19;1314;20635;SALE;-1;-31;CLIENTE
2023-05-19;1314;31330;SALE;-1;-68.01;CLIENTE
2023-05-20;1314;9607;SALE;-1;-13.14;CLIENTE
2023-05-20;1314;15589;SALE;-1;-31.75;CLIENTE
2023-05-20;1314;18064;SALE;-9;-34.92;CLIENTE
2023-05-21;841;36857;SALE;-1;-2.3;CLIENTE
2023-05-21;1314;1439;DELIVERY;1;19.35;CD 2
2023-05-21;1314;5345;DELIVERY;2;16.44;CD 2
2023-05-21;1314;9607;DELIVERY;2;26.3;CD 2
2023-05-21;1314;9607;SALE;-1;-13.15;CLIENTE
2023-05-21;1314;15589;SALE;-1;-31.75;CLIENTE
2023-05-21;1314;18064;DELIVERY;48;186.24;CD 2
2023-05-21;1314;18064;SALE;-10;-38.8;CLIENTE
2023-05-21;1314;20635;DELIVERY;2;62;CD 2
2023-05-21;1314;35416;DELIVERY;3;45.18;CD 2
2023-05-21;1314;35772;DELIVERY;1;15.91;CD 2
2023-05-21;1314;44217;DELIVERY;1;41.28;CD 2
2023-05-22;841;20635;SALE;-1;-23.31;CLIENTE
2023-05-22;1314;13315;SALE;-1;-44.57;CLIENTE
2023-05-22;1314;15589;DELIVERY;1;31.87;OUTROS
2023-05-22;1314;15589;SALE;-1;-31.75;CLIENTE
2023-05-22;1314;18064;SALE;-14;-54.32;CLIENTE
2023-05-22;1314;20635;SALE;-2;-62;CLIENTE
2023-05-23;1314;5345;DELIVERY;1;8.22;CD 2
2023-05-23;1314;9607;SALE;-2;-26.3;CLIENTE
2023-05-23;1314;18064;SALE;-7;-27.16;CLIENTE
2023-05-23;1314;20635;DELIVERY;1;31;CD 2
2023-05-23;1314;20635;SALE;-1;-31;CLIENTE
2023-05-23;1314;35416;DELIVERY;1;15.03;CD 2
2023-05-23;1314;44217;DELIVERY;1;41.28;CD 2
2023-05-23;1314;48813;DELIVERY;1;5.99;CD 2
2023-05-24;841;5345;DELIVERY;2;9.98;CD 2
2023-05-24;841;9607;DELIVERY;1;8;CD 2
2023-05-24;841;15589;DELIVERY;3;78.38;CD 2
2023-05-24;841;15589;SALE;-1;-26.06;CLIENTE
2023-05-24;841;35772;SALE;-1;-11.92;CLIENTE
2023-05-24;841;36857;DELIVERY;1;2.3;CD 2
2023-05-24;841;62782;DELIVERY;3;21.03;CD 2
2023-05-24;1314;5345;DELIVERY;1;8.22;CD 2
2023-05-24;1314;9607;DELIVERY;3;39.45;CD 2
2023-05-24;1314;15589;DELIVERY;3;94.02;CD 2
2023-05-24;1314;18064;DELIVERY;28;108.64;CD 2
2023-05-24;1314;18064;SALE;-9;-34.92;CLIENTE
2023-05-24;1314;35772;SALE;-1;-15.91;CLIENTE
2023-05-24;1314;48813;DELIVERY;1;5.99;CD 2
2023-05-25;1314;9607;DELIVERY;2;26.3;CD 2
2023-05-25;1314;9607;SALE;-2;-26.3;CLIENTE
2023-05-25;1314;18064;DELIVERY;7;27.16;CD 2
2023-05-25;1314;18064;SALE;-4;-15.52;CLIENTE
2023-05-25;1314;21141;DELIVERY;1;31.01;CD 2
2023-05-25;1314;36857;SALE;-1;-3.62;CLIENTE
2023-05-26;841;5345;SALE;-1;-4.99;CLIENTE
2023-05-26;841;15589;SALE;-1;-26.06;CLIENTE
2023-05-26;841;57816;SALE;-1;-46.57;CLIENTE
2023-05-26;1314;15589;SALE;-1;-31.34;CLIENTE
2023-05-26;1314;18064;SALE;-2;-7.76;CLIENTE
2023-05-26;1314;20635;SALE;-1;-31;CLIENTE
2023-05-26;1314;21141;SALE;-1;-31.01;CLIENTE
2023-05-27;841;5345;DELIVERY;1;4.99;CD 2
2023-05-27;841;9607;DELIVERY;4;32;CD 2
2023-05-27;841;36857;SALE;-1;-2.3;CLIENTE
2023-05-27;1314;5345;SALE;-1;-8.22;CLIENTE
2023-05-27;1314;9607;SALE;-1;-13.15;CLIENTE
2023-05-27;1314;15589;DELIVERY;1;31.34;CD 2
2023-05-27;1314;18064;DELIVERY;7;27.16;CD 2
2023-05-27;1314;18064;SALE;-7;-27.16;CLIENTE
2023-05-27;1314;36857;SALE;-1;-3.62;CLIENTE
2023-05-28;841;5345;SALE;-1;-4.99;CLIENTE
2023-05-28;841;15589;SALE;-1;-26.06;CLIENTE
2023-05-28;841;51957;SALE;-1;-5.89;CLIENTE
2023-05-28;1314;1439;DELIVERY;1;19.39;CD 2
2023-05-28;1314;9607;DELIVERY;2;26.3;CD 2
2023-05-28;1314;15589;DELIVERY;2;62.68;CD 2
2023-05-28;1314;18064;DELIVERY;25;97;CD 2
2023-05-28;1314;18064;SALE;-14;-54.32;CLIENTE
2023-05-28;1314;20635;DELIVERY;1;31;CD 2
2023-05-28;1314;31330;DELIVERY;1;68.02;CD 2
